matricula,nome_colaborador,cpf,lotacao,tipo_afastamento,cid,data_inicio_afastamento,data_fim_afastamento,dias_afastados
13645,Dra. Kamilly Nascimento,253.670.981-77,TI,Aposentadoria por Invalidez,Z34.0,2023-05-03,2023-10-30,180
50524,Ana Júlia Campos,820.371.695-40,TI,Auxílio Acidente,Z34.0,2024-10-23,2024-11-03,11
34586,Kamilly Vieira,624.905.371-99,Financeiro,Licença Maternidade,M54.5,2025-08-28,2025-10-18,51
18720,Enrico Ramos,182.790.436-40,Comercial,Aposentadoria por Invalidez,Z34.0,2023-01-26,2023-05-31,125
20882,Sophie Almeida,097.648.125-11,RH,Auxílio Doença,Z34.0,2024-11-14,2024-11-23,9
42747,Carolina Pires,148.275.069-49,TI,Auxílio Acidente,Z34.0,2025-06-08,2025-08-09,62
31638,Dr. Davi Lucca da Paz,965.204.187-49,Operações,Licença Maternidade,M54.5,2025-05-21,2025-08-20,91
79575,Brenda Pires,842.719.650-49,TI,Licença Maternidade,M54.5,2022-12-29,2023-06-20,173
64014,Heloísa Fernandes,386.094.512-24,RH,Auxílio Doença,S93.4,2024-11-12,2024-12-03,21
13579,Dr. Gabriel Almeida,085.463.719-20,Financeiro,Auxílio Doença,Z34.0,2025-12-10,2026-03-13,93
93775,Caroline da Cruz,214.950.786-20,TI,Licença Maternidade,Z34.0,2023-10-04,2023-11-16,43
13460,Sr. Enrico Pereira,032.196.854-98,Comercial,Aposentadoria por Invalidez,F32.1,2024-01-05,2024-06-16,163
61431,Benjamin Lima,310.286.795-21,Financeiro,Auxílio Doença,F32.1,2025-04-02,2025-06-11,70
19067,Sophie Lopes,725.389.461-82,RH,Licença Maternidade,Z34.0,2025-02-10,2025-04-30,79
